MatchID,TeamName
7918,"Sunrisers Hyderabad"
7918,"Kings XI Punjab"
7919,"Delhi Daredevils"
7920,"Mumbai Indians"
7920,"Chennai Super Kings"
7921,"Sunrisers Hyderabad"
7921,"Rajasthan Royals"
7923,"Delhi Daredevils"
7923,"Chennai Super Kings"
7924,"Mumbai Indians"
7925,"Rajasthan Royals"
7925,"Delhi Daredevils"
7926,"Chennai Super Kings"
7927,"Mumbai Indians"
7927,"Kings XI Punjab"
7928,"Chennai Super Kings"
7929,"Sunrisers Hyderabad"
7929,"Delhi Daredevils"
7930,"Mumbai Indians"
7931,"Rajasthan Royals"
7931,"Kings XI Punjab"
7932,"Sunrisers Hyderabad"
