Name,DOB,Match_ID,inning,Batting_Team,Bowling_Team,over,Ball
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,3
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,4
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,4
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,5
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,6
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,1
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,1
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,2
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,3
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,3
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",7,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",7,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",7,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,6
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,2
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,3
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,3
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,5
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",9,1
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,2
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,3
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,4
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",9,5
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,1
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,2
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,3
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,4
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,4
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,5
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,6
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",11,1
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,2
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,3
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",11,3
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,4
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,5
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,7
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,7
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",12,1
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,1
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",12,2
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",12,3
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,3
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",12,4
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",12,5
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",12,6
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",12,6
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,1
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",13,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",13,2
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",13,3
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,4
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",13,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",13,5
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",13,6
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",13,7
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",13,7
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",14,1
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,1
"KH Pandya",24-Mar-91,2,1,"Mumbai Indians","Rising Pune Supergiant",14,2
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",14,3
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,3
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",14,4
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",14,5
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,5
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",14,6
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",14,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,1
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",15,1
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,2
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",15,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,3
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",15,3
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",15,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",15,5
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",15,6
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",15,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,1
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",16,1
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,2
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",16,2
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",16,3
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,4
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",16,4
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,5
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",16,5
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",16,6
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",16,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,1
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",17,1
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",17,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,3
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",17,3
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",17,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,5
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",17,5
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",17,6
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",17,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,1
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",18,1
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,2
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",18,2
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,3
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",18,3
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,4
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",18,4
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,5
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",18,5
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,6
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",18,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",18,7
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",18,7
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,1
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",19,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,2
"KA Pollard",12-May-87,2,1,"Mumbai Indians","Rising Pune Supergiant",19,2
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,3
"TG Southee",11-Dec-88,2,1,"Mumbai Indians","Rising Pune Supergiant",19,3
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,4
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",19,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,5
"TG Southee",11-Dec-88,2,1,"Mumbai Indians","Rising Pune Supergiant",19,5
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",19,6
"TG Southee",11-Dec-88,2,1,"Mumbai Indians","Rising Pune Supergiant",19,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,1
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,1
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,2
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,2
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,3
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,3
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,4
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,4
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,5
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,5
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,6
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",20,7
"HH Pandya",11-Oct-93,2,1,"Mumbai Indians","Rising Pune Supergiant",20,7
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,1
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,1
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",1,2
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,2
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",1,3
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,3
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",1,4
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,4
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,5
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,5
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,6
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,7
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",1,7
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",2,1
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,1
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",2,2
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,2
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",2,3
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,3
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,4
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",2,4
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",2,5
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,5
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",2,6
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",2,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,1
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,1
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,2
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,2
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,3
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,3
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,4
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,4
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,5
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,5
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",3,6
"TG Southee",11-Dec-88,2,2,"Rising Pune Supergiant","Mumbai Indians",3,6
"MA Agarwal",16-Feb-91,2,2,"Rising Pune Supergiant","Mumbai Indians",4,1
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,1
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,2
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",4,2
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,3
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",4,3
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",4,4
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,4
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,5
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",4,5
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",4,6
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",4,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",5,1
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,1
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,2
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",5,2
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",5,3
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,3
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",5,4
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,4
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,5
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",5,5
"JJ Bumrah",6-Dec-93,2,2,"Rising Pune Supergiant","Mumbai Indians",5,6
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",5,6
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,1
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",6,1
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,2
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",6,2
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",6,3
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,3
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",6,4
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,4
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",6,5
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,5
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",6,6
"MJ McClenaghan",11-Jun-86,2,2,"Rising Pune Supergiant","Mumbai Indians",6,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",7,1
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,1
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,2
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",7,2
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,3
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",7,3
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",7,4
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,4
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,5
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",7,5
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",7,6
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",7,6
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,1
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",8,1
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,2
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",8,2
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,3
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",8,3
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,4
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",8,4
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,5
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",8,5
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",8,6
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",8,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",9,1
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,1
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",9,2
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,2
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",9,3
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,3
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,4
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",9,4
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,5
"SPD Smith",2-Jun-89,2,2,"Rising Pune Supergiant","Mumbai Indians",9,5
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",9,6
"HH Pandya",11-Oct-93,2,2,"Rising Pune Supergiant","Mumbai Indians",9,6
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",10,1
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",10,1
"AM Rahane",6-Jun-88,2,2,"Rising Pune Supergiant","Mumbai Indians",10,2
"KH Pandya",24-Mar-91,2,2,"Rising Pune Supergiant","Mumbai Indians",10,2
