MatchID,inning,batting_team,bowling_team,over,Ball
2,2,"Rising Pune Supergiant","Mumbai Indians",16,6
2,2,"Rising Pune Supergiant","Mumbai Indians",16,5
2,2,"Rising Pune Supergiant","Mumbai Indians",16,4
2,2,"Rising Pune Supergiant","Mumbai Indians",16,3
2,2,"Rising Pune Supergiant","Mumbai Indians",16,2
2,2,"Rising Pune Supergiant","Mumbai Indians",16,1
2,2,"Rising Pune Supergiant","Mumbai Indians",15,7
2,2,"Rising Pune Supergiant","Mumbai Indians",15,6
2,2,"Rising Pune Supergiant","Mumbai Indians",15,5
2,2,"Rising Pune Supergiant","Mumbai Indians",15,4
2,2,"Rising Pune Supergiant","Mumbai Indians",15,3
2,2,"Rising Pune Supergiant","Mumbai Indians",15,2
2,2,"Rising Pune Supergiant","Mumbai Indians",15,1
2,2,"Rising Pune Supergiant","Mumbai Indians",14,7
2,2,"Rising Pune Supergiant","Mumbai Indians",14,6
2,2,"Rising Pune Supergiant","Mumbai Indians",14,5
2,2,"Rising Pune Supergiant","Mumbai Indians",14,4
2,2,"Rising Pune Supergiant","Mumbai Indians",14,3
2,2,"Rising Pune Supergiant","Mumbai Indians",14,2
2,2,"Rising Pune Supergiant","Mumbai Indians",14,1
2,2,"Rising Pune Supergiant","Mumbai Indians",13,6
2,2,"Rising Pune Supergiant","Mumbai Indians",13,5
2,2,"Rising Pune Supergiant","Mumbai Indians",13,4
2,2,"Rising Pune Supergiant","Mumbai Indians",13,3
2,2,"Rising Pune Supergiant","Mumbai Indians",13,2
2,2,"Rising Pune Supergiant","Mumbai Indians",13,1
2,2,"Rising Pune Supergiant","Mumbai Indians",12,6
2,2,"Rising Pune Supergiant","Mumbai Indians",12,5
2,2,"Rising Pune Supergiant","Mumbai Indians",12,4
2,2,"Rising Pune Supergiant","Mumbai Indians",12,3
2,2,"Rising Pune Supergiant","Mumbai Indians",12,2
2,2,"Rising Pune Supergiant","Mumbai Indians",12,1
2,2,"Rising Pune Supergiant","Mumbai Indians",11,6
2,2,"Rising Pune Supergiant","Mumbai Indians",11,5
2,2,"Rising Pune Supergiant","Mumbai Indians",11,4
2,2,"Rising Pune Supergiant","Mumbai Indians",11,3
2,2,"Rising Pune Supergiant","Mumbai Indians",11,2
2,2,"Rising Pune Supergiant","Mumbai Indians",11,1
2,2,"Rising Pune Supergiant","Mumbai Indians",10,6
2,2,"Rising Pune Supergiant","Mumbai Indians",10,5
2,2,"Rising Pune Supergiant","Mumbai Indians",10,4
2,2,"Rising Pune Supergiant","Mumbai Indians",10,3
2,2,"Rising Pune Supergiant","Mumbai Indians",10,2
2,2,"Rising Pune Supergiant","Mumbai Indians",10,1
2,2,"Rising Pune Supergiant","Mumbai Indians",9,6
2,2,"Rising Pune Supergiant","Mumbai Indians",9,5
2,2,"Rising Pune Supergiant","Mumbai Indians",9,4
2,2,"Rising Pune Supergiant","Mumbai Indians",9,3
2,2,"Rising Pune Supergiant","Mumbai Indians",9,2
2,2,"Rising Pune Supergiant","Mumbai Indians",9,1
2,2,"Rising Pune Supergiant","Mumbai Indians",8,6
2,2,"Rising Pune Supergiant","Mumbai Indians",8,5
2,2,"Rising Pune Supergiant","Mumbai Indians",8,4
2,2,"Rising Pune Supergiant","Mumbai Indians",8,3
2,2,"Rising Pune Supergiant","Mumbai Indians",8,2
2,2,"Rising Pune Supergiant","Mumbai Indians",8,1
2,2,"Rising Pune Supergiant","Mumbai Indians",7,6
